diagnostique,maladie,symptome
0,diabetic retinopathy,"diminished vision, double vision, symptoms of eye, abnormal movement of eyelid, foreign body sensation in eye, itchiness of eye"
0,diabetic retinopathy,"diminished vision, double vision, symptoms of eye, spots or clouds in vision, itchiness of eye"
0,diabetic retinopathy,"pain in eye, foreign body sensation in eye, spots or clouds in vision, itchiness of eye"
0,diabetic retinopathy,"abnormal movement of eyelid, foreign body sensation in eye, lacrimation, itchiness of eye"
0,diabetic retinopathy,"diminished vision, double vision, abnormal movement of eyelid, lacrimation"
0,diabetic retinopathy,"double vision, symptoms of eye, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision, itchiness of eye"
0,diabetic retinopathy,"diminished vision, abnormal movement of eyelid, foreign body sensation in eye"
0,diabetic retinopathy,"pain in eye, abnormal movement of eyelid, foreign body sensation in eye, lacrimation"
0,diabetic retinopathy,"double vision, pain in eye, abnormal movement of eyelid"
0,diabetic retinopathy,"symptoms of eye, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision, lacrimation"
0,diabetic retinopathy,"symptoms of eye, abnormal movement of eyelid, foreign body sensation in eye, lacrimation, itchiness of eye"
0,diabetic retinopathy,"diminished vision, symptoms of eye, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, lacrimation, itchiness of eye"
0,diabetic retinopathy,"double vision, symptoms of eye, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision, lacrimation, itchiness of eye"
0,fibromyalgia,"leg pain, neck pain, low back pain, muscle pain"
0,fibromyalgia,"sharp chest pain, back pain, neck pain, low back pain"
0,fibromyalgia,"hip pain, headache, back pain, low back pain"
0,fibromyalgia,"sharp chest pain, leg pain, hip pain, back pain, low back pain"
0,fibromyalgia,"sharp chest pain, back pain, neck pain, low back pain, ache all over"
0,fibromyalgia,"sharp chest pain, leg pain, hip pain, headache, arm pain, back pain"
0,fibromyalgia,"hip pain, headache, back pain, neck pain, muscle pain, ache all over"
0,fibromyalgia,"leg pain, hip pain, headache, arm pain, back pain, neck pain, low back pain, muscle pain"
0,fibromyalgia,"hip pain, arm pain, low back pain, muscle pain"
0,fibromyalgia,"sharp chest pain, headache, arm pain, back pain"
0,fibromyalgia,"hip pain, arm pain, back pain, low back pain, muscle pain, ache all over"
0,fibromyalgia,"leg pain, low back pain, muscle pain, ache all over"
0,fibromyalgia,"sharp chest pain, hip pain, back pain, neck pain, low back pain"
0,fibromyalgia,"sharp chest pain, leg pain, hip pain, headache, arm pain, back pain, neck pain, low back pain, ache all over"
0,fibromyalgia,"hip pain, headache, back pain, low back pain, ache all over"
0,fibromyalgia,"sharp chest pain, hip pain, arm pain, low back pain, muscle pain, ache all over"
0,fibromyalgia,"leg pain, headache, low back pain, muscle pain"
0,fibromyalgia,"arm pain, back pain, muscle pain"
0,fibromyalgia,"leg pain, hip pain, arm pain, back pain, low back pain"
0,fibromyalgia,"sharp chest pain, leg pain, hip pain, back pain, neck pain, low back pain"
0,fibromyalgia,"sharp chest pain, hip pain, headache, back pain, neck pain, low back pain, muscle pain, ache all over"
0,fibromyalgia,"leg pain, hip pain, headache, low back pain, muscle pain, ache all over"
0,fibromyalgia,"sharp chest pain, leg pain, headache, arm pain, back pain, low back pain, muscle pain"
0,fibromyalgia,"leg pain, hip pain, headache, low back pain, muscle pain"
0,fibromyalgia,"hip pain, back pain, neck pain, low back pain, muscle pain"
0,fibromyalgia,"hip pain, arm pain, back pain, neck pain, ache all over"
0,fibromyalgia,"sharp chest pain, leg pain, hip pain, headache, arm pain, back pain, muscle pain, ache all over"
0,fibromyalgia,"leg pain, hip pain, arm pain, back pain, neck pain, low back pain, muscle pain"
0,fibromyalgia,"hip pain, headache, back pain, low back pain"
0,fibromyalgia,"sharp chest pain, leg pain, hip pain, headache, low back pain"
0,fibromyalgia,"hip pain, headache, back pain, neck pain, low back pain, ache all over"
0,fibromyalgia,"leg pain, neck pain, muscle pain"
0,fibromyalgia,"sharp chest pain, hip pain, headache, back pain, neck pain, muscle pain"
0,fibromyalgia,"sharp chest pain, leg pain, hip pain, arm pain, low back pain"
0,fibromyalgia,"sharp chest pain, leg pain, hip pain, arm pain, back pain, neck pain, muscle pain"
0,fibromyalgia,"sharp chest pain, hip pain, headache, neck pain, low back pain, muscle pain"
0,fibromyalgia,"sharp chest pain, headache, neck pain, low back pain, muscle pain"
0,fibromyalgia,"back pain, muscle pain, ache all over"
0,fibromyalgia,"headache, arm pain, low back pain, muscle pain, ache all over"
0,fibromyalgia,"arm pain, neck pain, low back pain, muscle pain"
0,fibromyalgia,"leg pain, back pain, neck pain, low back pain"
0,fibromyalgia,"sharp chest pain, leg pain, hip pain, neck pain, low back pain, muscle pain, ache all over"
0,fibromyalgia,"leg pain, headache, back pain"
0,fibromyalgia,"back pain, neck pain, low back pain, muscle pain, ache all over"
0,fibromyalgia,"leg pain, hip pain, headache, arm pain, low back pain"
0,fibromyalgia,"hip pain, headache, arm pain, neck pain, ache all over"
0,fibromyalgia,"sharp chest pain, hip pain, headache, arm pain, low back pain"
0,fibromyalgia,"sharp chest pain, muscle pain, ache all over"
0,acute pancreatitis,"sharp chest pain, abusing alcohol, vomiting, back pain, burning abdominal pain, lower body pain"
0,acute pancreatitis,"abusing alcohol, diarrhea, burning abdominal pain, side pain, lower body pain"
0,acute pancreatitis,"sharp chest pain, sharp abdominal pain, vomiting, back pain, burning abdominal pain, upper abdominal pain"
0,acute pancreatitis,"sharp abdominal pain, nausea, diarrhea, side pain, upper abdominal pain"
0,acute pancreatitis,"sharp chest pain, back pain, burning abdominal pain, upper abdominal pain"
0,acute pancreatitis,"sharp chest pain, abusing alcohol, sharp abdominal pain, vomiting, nausea, diarrhea, burning abdominal pain, upper abdominal pain"
0,acute pancreatitis,"sharp chest pain, nausea, lower body pain, hemoptysis"
0,acute pancreatitis,"abusing alcohol, sharp abdominal pain, vomiting, diarrhea, back pain, burning abdominal pain, side pain"
0,acute pancreatitis,"abusing alcohol, vomiting, diarrhea, side pain, lower body pain"
0,acute pancreatitis,"sharp chest pain, abusing alcohol, vomiting, nausea, diarrhea, side pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp chest pain, nausea, back pain, burning abdominal pain, lower body pain"
0,acute pancreatitis,"vomiting, nausea, back pain, burning abdominal pain, side pain, lower body pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp chest pain, abusing alcohol, vomiting, nausea, diarrhea, burning abdominal pain, side pain, lower body pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"abusing alcohol, vomiting, nausea, back pain, burning abdominal pain, side pain, lower body pain, hemoptysis"
0,acute pancreatitis,"abusing alcohol, sharp abdominal pain, vomiting, nausea, back pain, lower body pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"nausea, burning abdominal pain, lower body pain, hemoptysis"
0,acute pancreatitis,"abusing alcohol, vomiting, diarrhea, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp chest pain, abusing alcohol, nausea, side pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp abdominal pain, diarrhea, back pain, burning abdominal pain"
0,acute pancreatitis,"sharp chest pain, sharp abdominal pain, diarrhea, burning abdominal pain"
0,acute pancreatitis,"sharp chest pain, abusing alcohol, vomiting, back pain, burning abdominal pain, lower body pain, hemoptysis"
0,acute pancreatitis,"abusing alcohol, vomiting, diarrhea, burning abdominal pain"
0,acute pancreatitis,"vomiting, diarrhea, back pain, burning abdominal pain, side pain, hemoptysis"
0,acute pancreatitis,"sharp abdominal pain, vomiting, burning abdominal pain"
0,acute pancreatitis,"sharp chest pain, sharp abdominal pain, vomiting, nausea, side pain"
0,acute pancreatitis,"sharp abdominal pain, vomiting, nausea, diarrhea, back pain, upper abdominal pain"
0,acute pancreatitis,"sharp chest pain, sharp abdominal pain, vomiting, nausea, diarrhea, burning abdominal pain, upper abdominal pain"
0,acute pancreatitis,"abusing alcohol, sharp abdominal pain, diarrhea, burning abdominal pain, lower body pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp chest pain, vomiting, back pain, side pain, lower body pain, upper abdominal pain"
0,acute pancreatitis,"abusing alcohol, sharp abdominal pain, nausea, burning abdominal pain, lower body pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp abdominal pain, vomiting, back pain, burning abdominal pain, upper abdominal pain"
0,acute pancreatitis,"abusing alcohol, diarrhea, burning abdominal pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp chest pain, sharp abdominal pain, vomiting, nausea, diarrhea, back pain, burning abdominal pain, lower body pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp abdominal pain, nausea, diarrhea, back pain, burning abdominal pain, side pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"vomiting, nausea, lower body pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp chest pain, sharp abdominal pain, nausea, hemoptysis"
0,acute pancreatitis,"sharp chest pain, sharp abdominal pain, nausea, diarrhea, burning abdominal pain, upper abdominal pain"
0,acute pancreatitis,"abusing alcohol, sharp abdominal pain, vomiting, diarrhea, lower body pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp chest pain, sharp abdominal pain, vomiting, diarrhea, lower body pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"sharp chest pain, abusing alcohol, sharp abdominal pain, diarrhea, back pain, side pain, lower body pain"
0,acute pancreatitis,"sharp chest pain, sharp abdominal pain, back pain, side pain"
0,acute pancreatitis,"sharp chest pain, abusing alcohol, sharp abdominal pain, vomiting, diarrhea, hemoptysis"
0,acute pancreatitis,"sharp chest pain, vomiting, diarrhea, burning abdominal pain, lower body pain, upper abdominal pain"
0,acute pancreatitis,"abusing alcohol, vomiting, burning abdominal pain, side pain, upper abdominal pain, hemoptysis"
0,acute pancreatitis,"vomiting, diarrhea, back pain, burning abdominal pain, lower body pain, hemoptysis"
0,acute pancreatitis,"sharp abdominal pain, back pain, burning abdominal pain, side pain, upper abdominal pain"
0,acute pancreatitis,"abusing alcohol, nausea, back pain, side pain, hemoptysis"
0,acute pancreatitis,"sharp abdominal pain, vomiting, nausea, diarrhea, upper abdominal pain"
0,acute pancreatitis,"abusing alcohol, vomiting, back pain, upper abdominal pain"
0,acute pancreatitis,"sharp abdominal pain, nausea, diarrhea, side pain, hemoptysis"
0,acute pancreatitis,"sharp chest pain, sharp abdominal pain, vomiting, back pain, burning abdominal pain, side pain, lower body pain, hemoptysis"
0,acute pancreatitis,"abusing alcohol, nausea, burning abdominal pain, upper abdominal pain, hemoptysis"
0,thrombophlebitis,"skin swelling, leg pain, arm swelling, foot or toe pain, skin on leg or foot looks infected"
0,thrombophlebitis,"leg pain, arm pain, foot or toe pain, ache all over, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, leg pain, arm pain, arm swelling, foot or toe pain, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, leg pain, arm pain, foot or toe pain, leg swelling, ache all over, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm swelling, foot or toe pain, ache all over"
0,thrombophlebitis,"skin swelling, arm pain, arm swelling, foot or toe pain, lymphedema"
0,thrombophlebitis,"skin swelling, foot or toe pain, leg swelling, lymphedema"
0,thrombophlebitis,"skin swelling, leg pain, arm pain, arm swelling, foot or toe pain, lymphedema"
0,thrombophlebitis,"skin swelling, leg pain, arm swelling, leg swelling, ache all over, lymphedema"
0,thrombophlebitis,"skin swelling, leg pain, arm swelling, ache all over, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"leg pain, arm pain, arm swelling, foot or toe pain, leg swelling, ache all over, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm pain, ache all over, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm swelling, leg swelling, lymphedema"
0,thrombophlebitis,"arm swelling, lymphedema"
0,thrombophlebitis,"skin swelling, leg pain, foot or toe pain, lymphedema"
0,thrombophlebitis,"leg pain, arm pain, arm swelling, foot or toe pain, leg swelling, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm swelling, foot or toe pain, leg swelling, ache all over"
0,thrombophlebitis,"leg pain, arm pain, arm swelling, leg swelling"
0,thrombophlebitis,"leg pain, foot or toe pain, leg swelling, ache all over"
0,thrombophlebitis,"skin swelling, leg pain, arm pain, foot or toe pain, leg swelling"
0,thrombophlebitis,"skin swelling, leg pain, arm pain, foot or toe pain, leg swelling, ache all over"
0,thrombophlebitis,"skin swelling, leg pain, arm pain, arm swelling, foot or toe pain, ache all over"
0,thrombophlebitis,"skin swelling, arm pain, foot or toe pain, leg swelling, ache all over, lymphedema"
0,thrombophlebitis,"skin swelling, leg pain, foot or toe pain, leg swelling, ache all over, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"arm pain, ache all over"
0,thrombophlebitis,"skin swelling, leg pain, arm pain, lymphedema"
0,thrombophlebitis,"skin swelling, leg pain, arm swelling, foot or toe pain, leg swelling, ache all over"
0,thrombophlebitis,"skin swelling, arm swelling, foot or toe pain, skin on leg or foot looks infected"
0,thrombophlebitis,"leg pain, arm pain, foot or toe pain, ache all over, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"arm pain, ache all over, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm pain, foot or toe pain, leg swelling, ache all over"
0,thrombophlebitis,"skin swelling, arm swelling, foot or toe pain, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm swelling, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm pain, arm swelling, foot or toe pain, skin on leg or foot looks infected"
0,thrombophlebitis,"arm swelling, leg swelling, ache all over, lymphedema"
0,thrombophlebitis,"skin swelling, leg pain, arm swelling, leg swelling, ache all over, lymphedema"
0,thrombophlebitis,"arm swelling, leg swelling, lymphedema"
0,thrombophlebitis,"arm swelling, foot or toe pain, leg swelling, ache all over, lymphedema"
0,thrombophlebitis,"skin swelling, leg pain, arm swelling, foot or toe pain, leg swelling, skin on leg or foot looks infected"
0,thrombophlebitis,"leg pain, arm swelling, lymphedema"
0,thrombophlebitis,"arm swelling, ache all over, lymphedema"
0,thrombophlebitis,"skin swelling, leg pain, arm pain, arm swelling, leg swelling, ache all over, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, leg pain, arm swelling, foot or toe pain"
0,thrombophlebitis,"skin swelling, arm pain, leg swelling, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, leg pain, arm swelling, leg swelling, lymphedema"
0,thrombophlebitis,"skin swelling, arm pain, foot or toe pain, skin on leg or foot looks infected"
0,thrombophlebitis,"leg pain, arm pain, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, leg pain, arm pain, arm swelling, ache all over, lymphedema"
0,thrombophlebitis,"leg pain, arm pain, arm swelling, foot or toe pain"
0,thrombophlebitis,"skin swelling, arm swelling, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"arm pain, ache all over, lymphedema"
0,thrombophlebitis,"skin swelling, arm pain, arm swelling, ache all over, skin on leg or foot looks infected"
0,thrombophlebitis,"leg pain, arm pain, lymphedema"
0,thrombophlebitis,"leg pain, arm pain, leg swelling, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm swelling, foot or toe pain"
0,thrombophlebitis,"skin swelling, arm swelling, foot or toe pain, leg swelling, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm pain, foot or toe pain, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"leg pain, arm pain, ache all over, lymphedema"
0,thrombophlebitis,"skin swelling, leg pain, leg swelling, ache all over, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, leg pain, arm pain, arm swelling, foot or toe pain, leg swelling, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm swelling, foot or toe pain, leg swelling, ache all over, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, leg pain, lymphedema, skin on leg or foot looks infected"
0,thrombophlebitis,"skin swelling, arm swelling, foot or toe pain, leg swelling, lymphedema, skin on leg or foot looks infected"
0,asthma,"shortness of breath, cough, wheezing, coughing up sputum"
0,asthma,"shortness of breath, fever, coughing up sputum, coryza"
0,asthma,"cough, nasal congestion, fever, difficulty breathing, coughing up sputum"
0,asthma,"sharp chest pain, cough, nasal congestion, wheezing, difficulty breathing, coughing up sputum"
0,asthma,"sharp chest pain, chest tightness, cough, nasal congestion, wheezing, fever, difficulty breathing, coughing up sputum, coryza, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, cough, nasal congestion, difficulty breathing, coughing up sputum, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, cough, coughing up sputum, coryza"
0,asthma,"shortness of breath, chest tightness, cough, fever, coughing up sputum, coryza, allergic reaction"
0,asthma,"chest tightness, nasal congestion, wheezing, fever, coryza"
0,asthma,"shortness of breath, sharp chest pain, chest tightness, cough, wheezing, difficulty breathing, coryza, allergic reaction"
0,asthma,"sharp chest pain, cough, wheezing, fever, difficulty breathing, coryza, allergic reaction"
0,asthma,"chest tightness, nasal congestion, fever, difficulty breathing, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, cough, fever, coughing up sputum"
0,asthma,"cough, fever, difficulty breathing, coryza, allergic reaction"
0,asthma,"nasal congestion, wheezing, fever, difficulty breathing, coughing up sputum, coryza"
0,asthma,"sharp chest pain, chest tightness, cough, wheezing, fever, coughing up sputum"
0,asthma,"sharp chest pain, cough, difficulty breathing, coughing up sputum, coryza"
0,asthma,"shortness of breath, sharp chest pain, nasal congestion, wheezing, fever, coughing up sputum, allergic reaction"
0,asthma,"shortness of breath, difficulty breathing, coughing up sputum, coryza"
0,asthma,"shortness of breath, sharp chest pain, cough, nasal congestion, fever, difficulty breathing, coughing up sputum"
0,asthma,"shortness of breath, cough, nasal congestion, coughing up sputum"
0,asthma,"shortness of breath, nasal congestion, fever, coughing up sputum, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, cough, fever, coughing up sputum, coryza"
0,asthma,"shortness of breath, sharp chest pain, chest tightness, wheezing, difficulty breathing, coughing up sputum, coryza, allergic reaction"
0,asthma,"shortness of breath, chest tightness, cough, fever, difficulty breathing, coughing up sputum"
0,asthma,"shortness of breath, cough, nasal congestion, fever, coryza, allergic reaction"
0,asthma,"nasal congestion, wheezing, coughing up sputum, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, nasal congestion, allergic reaction"
0,asthma,"sharp chest pain, chest tightness, cough, nasal congestion, coughing up sputum, allergic reaction"
0,asthma,"sharp chest pain, nasal congestion, fever, difficulty breathing, coughing up sputum, coryza"
0,asthma,"sharp chest pain, nasal congestion, wheezing, fever, coughing up sputum"
0,asthma,"shortness of breath, cough, difficulty breathing, coughing up sputum, coryza, allergic reaction"
0,asthma,"chest tightness, wheezing, fever, difficulty breathing, coughing up sputum"
0,asthma,"cough, nasal congestion, wheezing, fever, coughing up sputum, coryza"
0,asthma,"shortness of breath, chest tightness, cough, nasal congestion, fever, coughing up sputum"
0,asthma,"shortness of breath, chest tightness, coughing up sputum, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, nasal congestion, fever, difficulty breathing, coryza"
0,asthma,"shortness of breath, chest tightness, cough, nasal congestion, fever, difficulty breathing"
0,asthma,"sharp chest pain, chest tightness, cough, difficulty breathing, coughing up sputum, allergic reaction"
0,asthma,"chest tightness, nasal congestion, fever"
0,asthma,"chest tightness, cough, nasal congestion, wheezing, fever, coughing up sputum, coryza, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, chest tightness, cough, nasal congestion, wheezing, fever, coughing up sputum, coryza, allergic reaction"
0,asthma,"shortness of breath, chest tightness, cough, difficulty breathing, coryza, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, cough, wheezing, difficulty breathing"
0,asthma,"shortness of breath, cough, nasal congestion, wheezing, fever, difficulty breathing"
0,asthma,"sharp chest pain, fever, difficulty breathing, coughing up sputum"
0,asthma,"shortness of breath, chest tightness, cough, nasal congestion, coughing up sputum"
0,asthma,"shortness of breath, nasal congestion, fever, coughing up sputum"
0,asthma,"cough, nasal congestion, fever, coryza, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, chest tightness, cough, difficulty breathing, coryza, allergic reaction"
0,asthma,"shortness of breath, chest tightness, cough, nasal congestion, difficulty breathing, coughing up sputum"
0,asthma,"shortness of breath, chest tightness, nasal congestion, coughing up sputum, allergic reaction"
0,asthma,"shortness of breath, chest tightness, nasal congestion, coughing up sputum, allergic reaction"
0,asthma,"sharp chest pain, cough, coughing up sputum, coryza"
0,asthma,"shortness of breath, sharp chest pain, chest tightness, cough, nasal congestion, difficulty breathing, coryza, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, chest tightness, nasal congestion, fever, coryza"
0,asthma,"chest tightness, fever, coughing up sputum, allergic reaction"
0,asthma,"chest tightness, cough, wheezing, fever, coughing up sputum, coryza, allergic reaction"
0,asthma,"chest tightness, cough, nasal congestion, wheezing, difficulty breathing, coughing up sputum"
0,asthma,"shortness of breath, chest tightness, nasal congestion, wheezing, fever, difficulty breathing, coughing up sputum"
0,asthma,"chest tightness, nasal congestion, fever, difficulty breathing, coughing up sputum"
0,asthma,"shortness of breath, nasal congestion, wheezing, coughing up sputum"
0,asthma,"shortness of breath, sharp chest pain, cough, nasal congestion, fever, difficulty breathing, coryza"
0,asthma,"shortness of breath, sharp chest pain, chest tightness, nasal congestion, fever, difficulty breathing, coughing up sputum, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, chest tightness, cough, fever, coryza, allergic reaction"
0,asthma,"shortness of breath, chest tightness, wheezing, fever, coughing up sputum, coryza, allergic reaction"
0,asthma,"shortness of breath, nasal congestion, wheezing, fever, allergic reaction"
0,asthma,"shortness of breath, sharp chest pain, chest tightness, cough, nasal congestion, wheezing, coughing up sputum, coryza, allergic reaction"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, double vision, symptoms of eye, spots or clouds in vision, lacrimation"
0,dry eye of unknown cause,"white discharge from eye, symptoms of eye, pain in eye, foreign body sensation in eye, eye redness"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, double vision, symptoms of eye, foreign body sensation in eye, spots or clouds in vision, eye redness, lacrimation, itchiness of eye"
0,dry eye of unknown cause,"double vision, pain in eye, foreign body sensation in eye, eye redness, itchiness of eye"
0,dry eye of unknown cause,"diminished vision, double vision, symptoms of eye, abnormal movement of eyelid, foreign body sensation in eye, eye redness, lacrimation, itchiness of eye"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, symptoms of eye, foreign body sensation in eye, spots or clouds in vision, lacrimation"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, double vision, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, eye redness, itchiness of eye"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, symptoms of eye, eye redness, lacrimation"
0,dry eye of unknown cause,"white discharge from eye, double vision, abnormal movement of eyelid, spots or clouds in vision, eye redness, itchiness of eye"
0,dry eye of unknown cause,"double vision, symptoms of eye, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision, itchiness of eye"
0,dry eye of unknown cause,"white discharge from eye, double vision, symptoms of eye, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision, eye redness, lacrimation"
0,dry eye of unknown cause,"double vision, symptoms of eye, foreign body sensation in eye, eye redness, lacrimation, itchiness of eye"
0,dry eye of unknown cause,"white discharge from eye, double vision, pain in eye, foreign body sensation in eye, spots or clouds in vision, lacrimation, itchiness of eye"
0,dry eye of unknown cause,"white discharge from eye, double vision, foreign body sensation in eye, spots or clouds in vision"
0,dry eye of unknown cause,"diminished vision, symptoms of eye, pain in eye, abnormal movement of eyelid, spots or clouds in vision, lacrimation, itchiness of eye"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, spots or clouds in vision"
0,dry eye of unknown cause,"white discharge from eye, double vision, symptoms of eye, foreign body sensation in eye, spots or clouds in vision, lacrimation"
0,dry eye of unknown cause,"white discharge from eye, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision, eye redness, itchiness of eye"
0,dry eye of unknown cause,"diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, spots or clouds in vision, eye redness, lacrimation, itchiness of eye"
0,dry eye of unknown cause,"diminished vision, double vision, abnormal movement of eyelid, spots or clouds in vision, eye redness"
0,dry eye of unknown cause,"pain in eye, spots or clouds in vision, eye redness, lacrimation"
0,dry eye of unknown cause,"white discharge from eye, double vision, symptoms of eye, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, lacrimation, itchiness of eye"
0,dry eye of unknown cause,"white discharge from eye, double vision, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision, itchiness of eye"
0,dry eye of unknown cause,"diminished vision, symptoms of eye, pain in eye, eye redness, lacrimation"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, symptoms of eye, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, itchiness of eye"
0,dry eye of unknown cause,"white discharge from eye, double vision, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, eye redness, lacrimation"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, pain in eye, abnormal movement of eyelid, spots or clouds in vision"
0,dry eye of unknown cause,"symptoms of eye, spots or clouds in vision, eye redness, lacrimation, itchiness of eye"
0,dry eye of unknown cause,"diminished vision, symptoms of eye, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, spots or clouds in vision, eye redness, lacrimation"
0,dry eye of unknown cause,"diminished vision, double vision, pain in eye"
0,dry eye of unknown cause,"white discharge from eye, double vision, symptoms of eye, pain in eye, foreign body sensation in eye, spots or clouds in vision, itchiness of eye"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, double vision, symptoms of eye, pain in eye, foreign body sensation in eye, eye redness, itchiness of eye"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, double vision, foreign body sensation in eye, spots or clouds in vision, eye redness, lacrimation"
0,dry eye of unknown cause,"white discharge from eye, double vision, pain in eye, abnormal movement of eyelid, foreign body sensation in eye, lacrimation, itchiness of eye"
0,dry eye of unknown cause,"pain in eye, abnormal movement of eyelid, foreign body sensation in eye, eye redness, lacrimation"
0,dry eye of unknown cause,"white discharge from eye, double vision, abnormal movement of eyelid, foreign body sensation in eye, eye redness, itchiness of eye"
0,dry eye of unknown cause,"symptoms of eye, abnormal movement of eyelid, spots or clouds in vision, eye redness"
0,dry eye of unknown cause,"white discharge from eye, foreign body sensation in eye, spots or clouds in vision, eye redness, itchiness of eye"
0,dry eye of unknown cause,"double vision, symptoms of eye, abnormal movement of eyelid, foreign body sensation in eye, eye redness, lacrimation"
0,dry eye of unknown cause,"white discharge from eye, diminished vision, double vision, pain in eye, abnormal movement of eyelid, spots or clouds in vision, lacrimation"
0,idiopathic excessive menstruation,"sharp abdominal pain, intermenstrual bleeding, cramps and spasms, long menstrual periods, frequent menstruation"
0,idiopathic excessive menstruation,"vaginal discharge, cramps and spasms, painful menstruation"
0,idiopathic excessive menstruation,"sharp abdominal pain, heavy menstrual flow, unpredictable menstruation, painful menstruation"
0,idiopathic excessive menstruation,"sharp abdominal pain, involuntary urination, long menstrual periods, unpredictable menstruation"
0,idiopathic excessive menstruation,"sharp abdominal pain, involuntary urination, intermenstrual bleeding, blood clots during menstrual periods, long menstrual periods, frequent menstruation"
0,idiopathic excessive menstruation,"vaginal discharge, intermenstrual bleeding, cramps and spasms, heavy menstrual flow, frequent menstruation"
